03,43763382,	43747621,43750986,43751332,43754340,43756835,43763527,	0	MRPS18A	cmpl	cmpl	2,1,0,0,1,0,
918	NM_019096	chr6	-	43696195	43704961	43697328	43704877	12	43696195,43697717,43698347,43699451,43699647,43700224,43700602,43701077,43701470,43701940,43702636,43704691,	43697505,43697882,43698519,43699510,43699783,43700444,43700777,43701275,43701579,43702125,43702663,43704961,	0	GTPBP2	cmpl	cmpl	0,0,2,0,2,1,0,0,2,0,0,0,
918	NM_014628	chr6	+	43711554	43716666	43711590	43716248	3	43711554,43712095,43715735,	43711636,43712361,43716666,	0	MAD2L1BP	cmpl	cmpl	0,1,0,
918	NM_001291970	chr6	+	43651855	43696238	43658034	43689446	11	43651855,43658030,43658721,43662986,43673410,43676702,43679606,43680329,43680968,43686268,43689445,	43652155,43658171,43658856,43663204,43673580,43676806,43679726,43680453,43681034,43686438,43696238,	0	POLH	cmpl	cmpl	-1,0,2,2,1,0,2,2,0,0,2,
918	NM_001291969	chr6	+	43651855	43696238	43658738	43690272	9	43651855,43658721,43673410,43676702,43679606,43680329,43680968,43686268,43689374,	43652155,43658856,43673580,43676806,43679726,43680453,43681034,43686438,43696238,	0	POLH	cmpl	cmpl	-1,0,1,0,2,2,0,0,2,
918	NM_001003690	chr6	+	43705256	43716666	43705464	43716248	4	43705256,43708908,43712095,43715735,	43705484,43709030,43712361,43716666,	0	MAD2L1BP	cmpl	cmpl	0,2,1,0,
919	NM_001204384	chr6	+	43845923	43862201	43846961	43860277	7	43845923,43850055,43853183,43854174,43854603,43856446,43860255,	43847027,43850107,43853380,43854251,43854633,43856518,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,2,2,
919	NM_001025366	chr6	+	43845923	43862201	43846421	43860277	8	43845923,43850055,43853183,43854174,43854603,43856446,43857670,43860255,	43847027,43850107,43853380,43854251,43854633,43856569,43857802,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,2,2,2,
919	NM_003376	chr6	+	43845923	43862201	43846421	43860277	8	43845923,43850055,43853183,43854174,43854603,43856446,43857670,43860255,	43847027,43850107,43853380,43854251,43854633,43856518,43857802,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,2,2,2,
919	NM_001171625	chr6	+	43845923	43862201	43846961	43860277	8	43845923,43850055,43853183,43854174,43854603,43856446,43857670,43860255,	43847027,43850107,43853380,43854251,43854633,43856500,43857802,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,2,2,2,
919	NM_001171624	chr6	+	43845923	43862201	43846961	43860277	8	43845923,43850055,43853183,43854174,43854603,43856446,43857670,43860255,	43847027,43850107,43853380,43854251,43854633,43856518,43857802,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,2,2,2,
919	NM_001171623	chr6	+	43845923	43862201	43846961	43860277	8	43845923,43850055,43853183,43854174,43854603,43856446,43857670,43860255,	43847027,43850107,43853380,43854251,43854633,43856569,43857802,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,2,2,2,
919	NM_001171622	chr6	+	43845923	43862201	43846421	43860277	5	43845923,43850055,43853183,43854174,43860255,	43847027,43850107,43853380,43854251,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,
919	NM_001317010	chr6	+	43845923	43862201	43846961	43860343	7	43845923,43850055,43853183,43854174,43854603,43857670,43860255,	43847027,43850107,43853380,43854251,43854633,43857802,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,2,2,
919	NM_001025367	chr6	+	43845923	43862201	43846421	43860277	8	43845923,43850055,43853183,43854174,43854603,43856446,43857670,43860255,	43847027,43850107,43853380,43854251,43854633,43856500,43857802,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,2,2,2,
919	NM_001171630	chr6	+	43845923	43862201	43846961	43860277	5	43845923,43850055,43853183,43854174,43860255,	43847027,43850107,43853380,43854251,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,
919	NM_001171629	chr6	+	43845923	43862201	43846961	43860343	7	43845923,43850055,43853183,43854174,43854603,43857670,43860321,	43847027,43850107,43853380,43854251,43854633,43857802,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,2,2,
919	NM_001287044	chr6	+	43847699	43862201	43850073	43860277	7	43847699,43850055,43853183,43854174,43854603,43857670,43860255,	43847816,43850107,43853380,43854251,43854633,43857802,43862201,	0	VEGFA	cmpl	cmpl	-1,0,1,0,2,2,2,
919	NM_001025370	chr6	+	43845923	43862201	43846421	43860277	6	43845923,43850055,43853183,43854174,43854603,43860255,	43847027,43850107,43853380,43854251,43854633,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,2,
919	NM_001025368	chr6	+	43845923	43862201	43846421	43860277	7	43845923,43850055,43853183,43854174,43854603,43857670,43860255,	43847027,43850107,43853380,43854251,43854633,43857802,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,2,2,
919	NM_001204385	chr6	+	43845923	43862201	43846421	43860277	7	43845923,43850055,43853183,43854174,43854603,43856446,43860255,	43847027,43850107,43853380,43854251,43854633,43856518,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,2,2,
919	NM_001025369	chr6	+	43845923	43862201	43846421	43860261	7	43845923,43850055,43853183,43854174,43854603,43857670,43860255,	43847027,43850107,43853380,43854251,43854633,43857767,43862201,	0	VEGFA	cmpl	cmpl	0,0,1,0,2,2,0,
