106978076,107041001,107055198,107069125,	0	CBLB	cmpl	cmpl	1,1,1,1,2,0,0,0,0,0,2,2,0,-1,-1,-1,-1,-1,-1,
21	NM_001321808	chr3	-	106856994	107070577	106860503	106947515	19	106856994,106871766,106879964,106883257,106886853,106895027,106903627,106905521,106921580,106935542,106938704,106942027,106947450,106951155,106952995,106977929,107054947,107068943,107070445,	106860763,106871886,106880105,106883352,106887000,106895122,106903993,106905707,106921784,106935674,106938792,106942165,106947572,106951299,106953152,106978076,107055198,107069125,107070577,	0	CBLB	cmpl	cmpl	1,1,1,2,2,0,0,0,0,0,2,2,0,-1,-1,-1,-1,-1,-1,
21	NM_001321793	chr3	-	106856994	107070577	106860503	107069111	18	106856994,106871766,106879964,106883257,106886853,106895027,106903627,106905521,106921580,106935542,106938704,106942027,106947450,106952995,106977929,107054947,107068943,107070269,	106860763,106871886,106880105,106883352,106887000,106895122,106903993,106905707,106921784,106935674,106938792,106942165,106947572,106953152,106978076,107055198,107069125,107070577,	0	CBLB	cmpl	cmpl	1,1,1,2,2,0,0,0,0,0,2,2,0,2,2,0,0,-1,
21	NM_001321806	chr3	-	106856994	107070577	106860503	106947515	18	106856994,106871766,106879964,106883012,106883257,106886853,106895027,106903627,106905521,106921580,106935542,106938704,106942027,106947450,106977929,107054947,107068943,107070445,	106860763,106871886,106880105,106883144,106883352,106887000,106895122,106903993,106905707,106921784,106935674,106938792,106942165,106947572,106978076,107055198,107069125,107070577,	0	CBLB	cmpl	cmpl	1,1,1,1,2,2,0,0,0,0,0,2,2,0,-1,-1,-1,-1,
21	NM_001321786	chr3	-	106856994	107069915	106860503	107069772	19	106856994,106871766,106879964,106883012,106883257,106886853,106895027,106903627,106905521,106921580,106935542,106938704,106942027,106947450,106952995,106977929,107054947,107068943,107069702,	106860763,106871886,106880105,106883144,106883352,106887000,106895122,106903993,106905707,106921784,106935674,106938792,106942165,106947572,106953152,106978076,107055198,107069125,107069915,	0	CBLB	cmpl	cmpl	1,1,1,1,2,2,0,0,0,0,0,2,2,0,2,2,0,1,0,
21	NM_001321788	chr3	-	106856994	107070577	106860503	107069111	19	106856994,106871766,106879964,106883012,106883257,106886853,106895027,106903627,106905521,106921580,106935542,106938704,106942027,106947450,106952995,106977929,107054947,107068943,107070445,	106860763,106871886,106880105,106883144,106883352,106887000,106895122,106903993,106905707,106921784,106935674,106938792,106942165,106947572,106953152,106978076,107055198,107069125,107070577,	0	CBLB	cmpl	cmpl	1,1,1,1,2,2,0,0,0,0,0,2,2,0,2,2,0,0,-1,
21	NM_001321807	chr3	-	106856994	107070577	106860503	106947515	20	106856994,106871766,106879964,106883012,106883257,106886853,106895027,106903627,106905521,106921580,106935542,106938704,106942027,106947450,106951155,106952995,106977929,107054947,107068943,107070269,	106860763,106871886,106880105,106883144,106883352,106887000,106895122,106903993,106905707,106921784,106935674,106938792,106942165,106947572,106951299,106953152,106978076,107055198,107069125,107070577,	0	CBLB	cmpl	cmpl	1,1,1,1,2,2,0,0,0,0,0,2,2,0,-1,-1,-1,-1,-1,-1,
21	NR_135807	chr3	-	106856994	107070577	107070577	107070577	21	106856994,106871766,106872557,106879964,106883012,106883257,106886853,106895027,106903627,106905521,106921580,106935542,106938704,106942027,106947450,106952995,106977929,107040956,107054947,107068943,107070269,	106860763,106871886,106872580,106880105,106883144,106883352,106887000,106895122,106903993,106905707,106921784,106935674,106938792,106942165,106947572,106953152,106978076,107041004,107055198,107069125,107070577,	0	CBLB	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
21	NR_135812	chr3	-	106856994	107070093	107070093	107070093	19	106856994,106871766,106877293,106879964,106883257,106886853,106895027,106903627,106905521,106921580,106935542,106938704,106942027,106947450,106952995,106977929,107054947,107068943,107070065,	106860763,106871886,106877411,106880105,106883352,106887000,106895122,106903993,106905707,106921784,106935674,106938792,106942165,106947572,106953152,106978076,107055198,107069125,107070093,	0	CBLB	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
21	NR_135806	chr3	-	106856994	107070577	107070577	107070577	21	106856994,106871766,106873870,106879964,106883012,106883257,106886853,106895027,106903627,106905521,106921580,106935542,106938704,106942027,106947450,106952995,106955876,106977929,107054947,107068943,107070269,	106860763,106871886,106873963,106880105,106883144,106883352,106887000,106895122,106903993,106905707,106921784,106935674,106938792,106942165,106947572,106953152,106956008,106978076,107055198,107069125,107070577,	0	CBLB	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
21	NM_001321789	chr3	-	106856994	107069853	106860503	107069772	18	106856994,106871766,106879964,106883012,106883257,106895027,106903627,106905521,106921580,106935542,106938704,106942027,106947450,106952995,106977929,107054947,107068943,107069702,	106860763,106871886,106880105,106883144,106883352,106895122,106903993,106905707,106921784,106935674,106938792,106942165,106947572,106953152,106978076,107055198,107069125,107069853,	0	CBLB	cmpl	cmpl	1,1,1,1,2,0,0,0,0,0,2,2,0,2,2,0,1,0,
21	NR_135811	chr3	-	106856994	107070577	107070577	107070577	20	106856994,106871766,106872557,106879964,106883012,106883257,106886853,106895027,106903627,106905521,106921580,106935542,106938704,106942027,106947450,106952995,106977929,107054947,107068943,107070445,	106860763,106871886,106872580,106880105,106883144,106883352,106887000,106895122,106903993,106905707,106921784,106935674,106938792,106942165,106947572,106953152,106978076,107055198,107069125,107070577,	0	CBLB	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
21	NR_135810	chr3	-	106856994	107070956	107070956	107070956	21	106856994,106871766,106872557,106873870,106879964,106883012,106883257,106886853,106895027,106903627,106905521,106921580,106935542,106938704,106942027,106947450,106952995,106977929,107054947,107068943,107070870,	106860763,106871886,106872580,106873996,106880105,106883144,106883352,106887000,106895122,106903993,106905707,106921784,106935674,106938792,106942165,106947572,106953152,106978076,107055198,107069125,107070956,	0	CBLB	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
21	NR_135809	chr3	-	106856994	107070577	107070577	107070577	19	106856994,106871766,106879964,106883257,106886853,106895027,106903627,106905521,106916733,106921580,106935542,106938704,106942027,106947450,106952995,106977929,107054947,107068943,107070269,	106860763,106871886,106880105,106883352,106887000,106895122,106903993,106905707,106916847,106921784,106935674,106938792,106942165,106947572,106953152,106978076,107055198,107069125,107070577,	0	CBLB	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
